
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Spot,6,Image 1,1,55550,
0,,Spot,6,Image 1,1,55551,
0,,Spot,6,Image 1,1,55552,
0,,Spot,6,Image 1,1,55553,
0,,Spot,6,Image 1,1,55554,
0,,Spot,6,Image 1,1,55555,
0,,Spot,6,Image 1,1,55556,
0,,Spot,6,Image 1,1,55557,
0,,Spot,6,Image 1,1,55558,
0,,Spot,6,Image 1,1,55559,
0,,Spot,6,Image 1,1,55560,
0,,Spot,6,Image 1,1,55561,
0,,Spot,6,Image 1,1,55562,
0,,Spot,6,Image 1,1,55563,
0,,Spot,6,Image 1,1,55564,
0,,Spot,6,Image 1,1,55565,
0,,Spot,6,Image 1,1,55566,
0,,Spot,6,Image 1,1,55568,
0,,Spot,6,Image 1,1,55569,
0,,Spot,6,Image 1,1,55570,
0,,Spot,6,Image 1,1,55571,
0,,Spot,6,Image 1,1,55572,
0,,Spot,6,Image 1,1,55573,
0,,Spot,6,Image 1,1,55574,
0,,Spot,6,Image 1,1,55576,
0,,Spot,6,Image 1,1,55577,
0,,Spot,6,Image 1,1,55578,
0,,Spot,6,Image 1,1,55579,
0,,Spot,6,Image 1,1,55580,
0,,Spot,6,Image 1,1,55581,
0,,Spot,6,Image 1,1,55582,
0,,Spot,6,Image 1,2,55583,
0,,Spot,6,Image 1,2,55584,
0,,Spot,6,Image 1,2,55585,
0,,Spot,6,Image 1,2,55586,
0,,Spot,6,Image 1,2,55587,
0,,Spot,6,Image 1,2,55588,
0,,Spot,6,Image 1,2,55589,
0,,Spot,6,Image 1,2,55590,
0,,Spot,6,Image 1,2,55591,
0,,Spot,6,Image 1,2,55592,
0,,Spot,6,Image 1,2,55593,
0,,Spot,6,Image 1,2,55594,
0,,Spot,6,Image 1,2,55595,
0,,Spot,6,Image 1,2,55596,
0,,Spot,6,Image 1,2,55597,
0,,Spot,6,Image 1,2,55598,
0,,Spot,6,Image 1,2,55599,
0,,Spot,6,Image 1,2,55600,
0,,Spot,6,Image 1,2,55601,
0,,Spot,6,Image 1,2,55602,
0,,Spot,6,Image 1,2,55603,
0,,Spot,6,Image 1,2,55604,
0,,Spot,6,Image 1,2,55605,
0,,Spot,6,Image 1,2,55606,
0,,Spot,6,Image 1,2,55607,
0,,Spot,6,Image 1,2,55608,
0,,Spot,6,Image 1,2,55609,
0,,Spot,6,Image 1,2,55610,
0,,Spot,6,Image 1,2,55611,
0,,Spot,6,Image 1,2,55612,
0,,Spot,6,Image 1,2,55613,
0,,Spot,6,Image 1,2,55614,
0,,Spot,6,Image 1,2,55615,
0,,Spot,6,Image 1,2,55616,
0,,Spot,6,Image 1,2,55617,
0,,Spot,6,Image 1,2,55618,
0,,Spot,6,Image 1,2,55619,
0,,Spot,6,Image 1,2,55620,
0,,Spot,6,Image 1,2,55621,
0,,Spot,6,Image 1,2,55622,
0,,Spot,6,Image 1,2,55623,
0,,Spot,6,Image 1,2,55624,
0,,Spot,6,Image 1,2,55625,
0,,Spot,6,Image 1,2,55626,
0,,Spot,6,Image 1,2,55627,
0,,Spot,6,Image 1,2,55628,
0,,Spot,6,Image 1,2,55629,
0,,Spot,6,Image 1,2,55630,
0,,Spot,6,Image 1,2,55631,
0,,Spot,6,Image 1,2,55632,
0,,Spot,6,Image 1,2,55633,
0,,Spot,6,Image 1,2,55634,
0,,Spot,6,Image 1,2,55635,
0,,Spot,6,Image 1,2,55636,
0,,Spot,6,Image 1,2,55637,
0,,Spot,6,Image 1,2,55638,
0,,Spot,6,Image 1,2,55639,
0,,Spot,6,Image 1,2,55640,
0,,Spot,6,Image 1,2,55641,
0,,Spot,6,Image 1,2,55642,
0,,Spot,6,Image 1,2,55643,
0,,Spot,6,Image 1,2,55644,
0,,Spot,6,Image 1,2,55645,
0,,Spot,6,Image 1,2,55646,
0,,Spot,6,Image 1,2,55647,
0,,Spot,6,Image 1,2,55648,
0,,Spot,6,Image 1,2,55649,
0,,Spot,6,Image 1,2,55650,
0,,Spot,6,Image 1,2,55651,
0,,Spot,6,Image 1,2,55652,
0,,Spot,6,Image 1,2,55653,
0,,Spot,6,Image 1,2,55654,
0,,Spot,6,Image 1,2,55655,
0,,Spot,6,Image 1,2,55656,
0,,Spot,6,Image 1,2,55657,
0,,Spot,6,Image 1,2,55658,
0,,Spot,6,Image 1,2,55659,
0,,Spot,6,Image 1,2,55660,
0,,Spot,6,Image 1,2,55661,
0,,Spot,6,Image 1,2,55662,
0,,Spot,6,Image 1,2,55663,
0,,Spot,6,Image 1,2,55664,
0,,Spot,6,Image 1,2,55665,
0,,Spot,6,Image 1,2,55666,
0,,Spot,6,Image 1,2,55667,
0,,Spot,6,Image 1,2,55668,
0,,Spot,6,Image 1,2,55669,
0,,Spot,6,Image 1,2,55670,
0,,Spot,6,Image 1,2,55671,
0,,Spot,6,Image 1,2,55672,
0,,Spot,6,Image 1,2,55673,
0,,Spot,6,Image 1,2,55674,
0,,Spot,6,Image 1,2,55675,
0,,Spot,6,Image 1,2,55676,
0,,Spot,6,Image 1,2,55677,
0,,Spot,6,Image 1,2,55678,
0,,Spot,6,Image 1,2,55679,
0,,Spot,6,Image 1,2,55680,
0,,Spot,6,Image 1,2,55681,
0,,Spot,6,Image 1,2,55682,
0,,Spot,6,Image 1,2,55683,
0,,Spot,6,Image 1,2,55684,
0,,Spot,6,Image 1,2,55685,
0,,Spot,6,Image 1,2,55686,
0,,Spot,6,Image 1,2,55687,
0,,Spot,6,Image 1,2,55688,
0,,Spot,6,Image 1,2,55689,
0,,Spot,6,Image 1,2,55690,
0,,Spot,6,Image 1,2,55691,
0,,Spot,6,Image 1,2,55692,
0,,Spot,6,Image 1,2,55693,
0,,Spot,6,Image 1,2,55694,
0,,Spot,6,Image 1,2,55695,
0,,Spot,6,Image 1,2,55696,
0,,Spot,6,Image 1,2,55697,
0,,Spot,6,Image 1,2,55698,
0,,Spot,6,Image 1,2,55699,
0,,Spot,6,Image 1,2,55700,
0,,Spot,6,Image 1,2,55701,
0,,Spot,6,Image 1,2,55702,
0,,Spot,6,Image 1,2,55703,
0,,Spot,6,Image 1,2,55704,
0,,Spot,6,Image 1,2,55705,
0,,Spot,6,Image 1,2,55706,
0,,Spot,6,Image 1,2,55707,
0,,Spot,6,Image 1,2,55708,
0,,Spot,6,Image 1,2,55709,
0,,Spot,6,Image 1,2,55710,
0,,Spot,6,Image 1,2,55711,
0,,Spot,6,Image 1,2,55712,
0,,Spot,6,Image 1,2,55713,
0,,Spot,6,Image 1,2,55714,
0,,Spot,6,Image 1,2,55715,
0,,Spot,6,Image 1,2,55716,
19,,Spot,6,Image 1,2,55717,
0,,Spot,6,Image 1,2,55718,
