
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
49.7485,,Spot,4,Image 1,2,55718,
64.9131,,Spot,4,Image 1,2,55719,
107.032,,Spot,4,Image 1,2,55720,
146.544,,Spot,4,Image 1,2,55721,
53.3169,,Spot,4,Image 1,2,55722,
71.3062,,Spot,4,Image 1,2,55723,
53.802,,Spot,4,Image 1,2,55724,
24.4993,,Spot,4,Image 1,2,55725,
82.2137,,Spot,4,Image 1,2,55726,
65.0888,,Spot,4,Image 1,2,55727,
139.968,,Spot,4,Image 1,2,55728,
152.046,,Spot,4,Image 1,2,55729,
12.9669,,Spot,4,Image 1,2,55730,
36.7081,,Spot,4,Image 1,2,55731,
109.326,,Spot,4,Image 1,2,55732,
47.055,,Spot,4,Image 1,2,55733,
89.6541,,Spot,4,Image 1,2,55734,
191.196,,Spot,4,Image 1,2,55735,
46.1542,,Spot,4,Image 1,2,55736,
96.0501,,Spot,4,Image 1,2,55737,
75.6541,,Spot,4,Image 1,2,55738,
3.98215,,Spot,4,Image 1,2,55739,
22.5345,,Spot,4,Image 1,2,55740,
158.587,,Spot,4,Image 1,2,55741,
90.8572,,Spot,4,Image 1,2,55742,
38.6012,,Spot,4,Image 1,2,55743,
47.7165,,Spot,4,Image 1,2,55744,
84.824,,Spot,4,Image 1,2,55745,
71.8909,,Spot,4,Image 1,2,55746,
87.1684,,Spot,4,Image 1,2,55747,
130.443,,Spot,4,Image 1,2,55748,
72.4912,,Spot,4,Image 1,2,55749,
86.4964,,Spot,4,Image 1,2,55750,
81.1438,,Spot,4,Image 1,2,55751,
66.6783,,Spot,4,Image 1,2,55752,
35.0379,,Spot,4,Image 1,2,55753,
60.1912,,Spot,4,Image 1,2,55754,
130.109,,Spot,4,Image 1,2,55755,
26.4379,,Spot,4,Image 1,2,55756,
78.0846,,Spot,4,Image 1,2,55757,
133.906,,Spot,4,Image 1,2,55758,
187.236,,Spot,4,Image 1,2,55759,
35.6291,,Spot,4,Image 1,2,55760,
83.8815,,Spot,4,Image 1,2,55761,
76.4007,,Spot,4,Image 1,2,55762,
104.922,,Spot,4,Image 1,2,55763,
24.7065,,Spot,4,Image 1,2,55764,
50.883,,Spot,4,Image 1,2,55765,
21.2681,,Spot,4,Image 1,2,55766,
223.719,,Spot,4,Image 1,2,55767,
48.3714,,Spot,4,Image 1,2,55768,
97.7546,,Spot,4,Image 1,2,55769,
35.5821,,Spot,4,Image 1,2,55770,
17.8964,,Spot,4,Image 1,2,55771,
20.6936,,Spot,4,Image 1,2,55772,
188.746,,Spot,4,Image 1,2,55773,
13.3399,,Spot,4,Image 1,2,55774,
81.5909,,Spot,4,Image 1,2,55775,
260.145,,Spot,4,Image 1,2,55776,
48.2988,,Spot,4,Image 1,2,55777,
31.7737,,Spot,4,Image 1,2,55778,
52.4667,,Spot,4,Image 1,2,55779,
